Partition,Average Curvature Times 1000,k,adjterm,kfix,time,num_edges,density,avg_clustering,number_of_edges
0,997.2999177451348,0.9972999177451348,0.002700082254865177,0.7299917745134823,2005-02-09,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30de80>>,0.1416056834570802,0.399544591839625,2651
1,997.339180041232,0.997339180041232,0.0026608199587679904,0.733918004123201,2005-02-10,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30d9d0>>,0.1752043160087602,0.4269301104921001,3280
2,997.3063560982614,0.9973063560982613,0.0026936439017386515,0.7306356098261348,2005-02-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dd60>>,0.1932589071096629,0.4414958082506284,3618
3,997.2615366118816,0.9972615366118817,0.0027384633881183396,0.726153661188166,2005-02-14,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30d9a0>>,0.1466267827573313,0.4190741347005556,2745
4,997.241132400363,0.9972411324003629,0.0027588675996370604,0.724113240036294,2005-02-15,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30d970>>,0.1486565888574328,0.4178704330581693,2783
5,997.23145708069,0.99723145708069,0.0027685429193099464,0.7231457080690054,2005-02-16,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dc10>>,0.1869558250093478,0.4477596165699467,3500
6,997.2469635779712,0.9972469635779712,0.002753036422028843,0.7246963577971157,2005-02-17,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30db20>>,0.1427274184071363,0.4240601578933234,2672
7,997.2646363310564,0.9972646363310564,0.002735363668943558,0.7264636331056442,2005-02-18,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30d910>>,0.1398429571069921,0.434704846463216,2618
8,997.2465209296704,0.9972465209296704,0.002753479070329634,0.7246520929670366,2005-02-22,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30de20>>,0.2014849634100742,0.4603207124507362,3772
9,997.292443935229,0.997292443935229,0.0027075560647710217,0.7292443935228978,2005-02-23,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30db50>>,0.2561294802628064,0.4832650810581667,4795
10,997.2892105914364,0.9972892105914364,0.0027107894085636186,0.7289210591436381,2005-02-24,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x102fbd580>>,0.1983868383099193,0.4615786151653997,3714
11,997.3336097938026,0.9973336097938026,0.002666390206197411,0.7333609793802589,2005-02-25,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11a6c9ac0>>,0.1609422573580471,0.4295674886670556,3013
12,997.4179665963894,0.9974179665963894,0.0025820334036106285,0.7417966596389372,2005-02-28,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11a6c9250>>,0.2679344052133967,0.4809934335969704,5016
13,997.4113324204498,0.9974113324204498,0.00258866757955023,0.741133242044977,2005-03-01,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11a6c9b20>>,0.245820201912291,0.4685647637271393,4602
14,997.4092941217611,0.9974092941217612,0.0025907058782388415,0.7409294121761159,2005-03-02,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d0badc0>>,0.3075156241653757,0.5075594136527751,5757
15,997.4404768517528,0.9974404768517529,0.0025595231482471448,0.7440476851752855,2005-03-03,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d0babb0>>,0.3394583622669729,0.5213626244012637,6355
16,997.5137891087816,0.9975137891087815,0.0024862108912184766,0.7513789108781523,2005-03-04,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d0ba6a0>>,0.4063351316703167,0.5590205009825188,7607
17,997.4917912850792,0.9974917912850793,0.0025082087149207455,0.7491791285079255,2005-03-07,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d0ba250>>,0.3849153357192457,0.548073386183548,7206
18,997.4823368884844,0.9974823368884844,0.002517663111515578,0.7482336888484422,2005-03-08,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x117cdef70>>,0.3965065968698253,0.5575506735837521,7423
19,997.7289008119196,0.9977289008119197,0.0022710991880803277,0.7728900811919672,2005-03-09,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30db80>>,0.4928155547246408,0.5981792574287456,9226
20,997.5423902689308,0.9975423902689309,0.0024576097310691214,0.7542390268930879,2005-03-10,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30da30>>,0.4129052935206452,0.5648811733811001,7730
21,997.6321196216726,0.9976321196216726,0.0023678803783273583,0.7632119621672642,2005-03-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dfa0>>,0.4827733561241387,0.602396027503922,9038
22,997.5816428254478,0.9975816428254478,0.002418357174552188,0.7581642825447812,2005-03-14,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dd90>>,0.4757758666737888,0.6036260025570275,8907
23,997.6293620970758,0.9976293620970759,0.002370637902924133,0.7629362097075867,2005-03-15,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dac0>>,0.4841087548742054,0.6049149333259568,9063
24,997.7494553901432,0.9977494553901433,0.0022505446098567417,0.7749455390143258,2005-03-16,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30df40>>,0.5605469793280273,0.6414035517840099,10494
25,997.5642786474094,0.9975642786474094,0.002435721352590625,0.7564278647409375,2005-03-17,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30ddc0>>,0.491640403824582,0.6153379286034195,9204
26,997.5206110211496,0.9975206110211496,0.002479388978850361,0.7520611021149639,2005-03-18,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dee0>>,0.4668554030233428,0.6077380349846019,8740
27,997.3923607845832,0.9973923607845832,0.002607639215416846,0.7392360784583154,2005-03-21,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dbe0>>,0.4124779659206239,0.5774412582125236,7722
28,997.2868295917024,0.9972868295917023,0.0027131704082976604,0.728682959170234,2005-03-22,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dc40>>,0.3843811762192191,0.5675514209494688,7196
29,997.2269088157992,0.9972269088157992,0.002773091184200771,0.7226908815799229,2005-03-23,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30deb0>>,0.3390844506169542,0.5465510762025938,6348
30,997.2963052307092,0.9972963052307092,0.0027036947692907765,0.7296305230709224,2005-03-24,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dc70>>,0.3831526093691576,0.5739324792483161,7173
31,997.1945869635466,0.9971945869635466,0.00280541303645343,0.719458696354657,2005-03-28,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dbb0>>,0.3098659259654933,0.5331864554023759,5801
32,997.1871530974864,0.9971871530974864,0.0028128469025135994,0.7187153097486401,2005-03-29,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30d940>>,0.3091181026654559,0.5354564257532994,5787
33,997.171783604711,0.9971717836047109,0.0028282163952890738,0.7171783604710926,2005-03-30,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30da00>>,0.3309118102665456,0.5476237692654934,6195
34,997.3019189249984,0.9973019189249984,0.0026980810750015793,0.7301918924998421,2005-03-31,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30df70>>,0.3718818439185941,0.5687345058042027,6962
35,997.0964369585366,0.9970964369585367,0.0029035630414633307,0.7096436958536669,2005-04-01,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dca0>>,0.1758987233587949,0.4745617309256997,3293
36,997.0787842955395,0.9970787842955395,0.002921215704460467,0.7078784295539533,2005-04-04,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dfd0>>,0.2276587789113829,0.5166437944264379,4262
37,997.1376343507038,0.9971376343507038,0.0028623656492962057,0.7137634350703794,2005-04-05,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30da60>>,0.1979060947598953,0.4903940975422518,3705
38,997.169385834944,0.9971693858349441,0.0028306141650559224,0.7169385834944078,2005-04-06,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dd00>>,0.1789434325089471,0.4671040998826626,3350
39,997.1610398021356,0.9971610398021357,0.0028389601978643375,0.7161039802135662,2005-04-07,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dcd0>>,0.1814539821590726,0.4615364687362062,3397
40,997.1581703406318,0.9971581703406318,0.002841829659368189,0.7158170340631811,2005-04-08,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30daf0>>,0.207841461460392,0.4801856076127469,3891
41,997.193182158721,0.997193182158721,0.002806817841279008,0.7193182158720992,2005-04-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30ddf0>>,0.224240158111212,0.4889852054045797,4198
42,997.1697671944582,0.9971697671944583,0.0028302328055417325,0.7169767194458267,2005-04-12,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30de50>>,0.1937930666096896,0.4723097234184064,3628
43,997.1672504766974,0.9971672504766974,0.0028327495233025912,0.7167250476697409,2005-04-13,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30dd30>>,0.2504673895625233,0.5025545696157817,4689
44,997.1351217617135,0.9971351217617136,0.0028648782382864058,0.7135121761713594,2005-04-14,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d30da90>>,0.2756263020137813,0.5317775757411723,5160
45,997.0896848191708,0.9970896848191708,0.0029103151808291816,0.7089684819170818,2005-04-15,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37deb0>>,0.2422947492121147,0.5151470358096801,4536
46,997.3193279583062,0.9973193279583061,0.0026806720416938656,0.7319327958306134,2005-04-18,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37de20>>,0.3371080604668554,0.5474411568841216,6311
47,997.2371337797024,0.9972371337797024,0.002762866220297644,0.7237133779702356,2005-04-19,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dfd0>>,0.311361572565568,0.5427582022434795,5829
48,997.2376667217344,0.9972376667217344,0.002762333278265583,0.7237666721734417,2005-04-20,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dd00>>,0.2883927140644196,0.5125782810123489,5399
49,997.2999219057828,0.9972999219057828,0.0027000780942172398,0.729992190578276,2005-04-21,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d040>>,0.3539340847176967,0.5536865823832636,6626
50,997.3073262987824,0.9973073262987824,0.0026926737012176183,0.7307326298782382,2005-04-22,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d190>>,0.3430372309171519,0.5453230490237165,6422
51,997.302351897888,0.997302351897888,0.002697648102112038,0.7302351897887962,2005-04-25,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d2e0>>,0.3458682762672934,0.5510059157458445,6475
52,997.2675886952884,0.9972675886952884,0.0027324113047115794,0.726758869528842,2005-04-26,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d400>>,0.3694781261684739,0.5661664424521159,6917
53,997.1962223845482,0.9971962223845482,0.002803777615451808,0.7196222384548192,2005-04-27,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d520>>,0.301639869665082,0.5400283112344472,5647
54,997.1518711858328,0.9971518711858327,0.0028481288141672945,0.7151871185832706,2005-04-28,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d640>>,0.3107739971155387,0.5485972689659268,5818
55,997.2161946700608,0.9972161946700607,0.0027838053299392707,0.7216194670060729,2005-04-29,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d760>>,0.3746594733187329,0.5837617071843113,7014
56,997.400236281978,0.9974002362819779,0.0025997637180220634,0.7400236281977937,2005-05-02,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d880>>,0.46519950857326,0.6202598985866733,8709
57,997.5732067520436,0.9975732067520435,0.0024267932479564713,0.7573206752043529,2005-05-03,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d9a0>>,0.5232092302761605,0.638468672670516,9795
58,997.48216323666,0.99748216323666,0.0025178367633400534,0.7482163236659947,2005-05-04,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dac0>>,0.4987981411249399,0.6346466076526042,9338
59,997.1629185988974,0.9971629185988974,0.0028370814011026146,0.7162918598897385,2005-05-05,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dbe0>>,0.3489664013674483,0.569150010400056,6533
60,997.2225660944248,0.9972225660944248,0.0027774339055751662,0.7222566094424834,2005-05-06,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dc70>>,0.3724694193686235,0.5882024074762823,6973
61,997.2024760924664,0.9972024760924665,0.0027975239075335168,0.7202476092466483,2005-05-09,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37db50>>,0.3630147962181507,0.5713092918252626,6796
62,997.278565452404,0.997278565452404,0.002721434547595991,0.7278565452404009,2005-05-10,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37da30>>,0.4264729448213236,0.6066135835134833,7984
63,997.2128061531348,0.9972128061531348,0.00278719384686521,0.721280615313479,2005-05-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d910>>,0.4036643341701832,0.5941897168838643,7557
64,997.3809781799292,0.9973809781799292,0.002619021820070788,0.7380978179929212,2005-05-12,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d7f0>>,0.4760963623738048,0.6260015983086449,8913
65,997.1323463293498,0.9971323463293499,0.0028676536706501166,0.7132346329349883,2005-05-13,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d6d0>>,0.3737514021686876,0.5862527996265594,6997
66,997.091454225139,0.997091454225139,0.0029085457748609933,0.7091454225139007,2005-05-16,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d5b0>>,0.3397788579669889,0.5753635329553813,6361
67,997.0637024666568,0.9970637024666568,0.002936297533343235,0.7063702466656765,2005-05-17,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d490>>,0.3154746007157737,0.567735994321293,5906
68,997.102800793782,0.997102800793782,0.002897199206218004,0.7102800793781996,2005-05-18,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d370>>,0.3575663693178783,0.5797173504782344,6694
69,997.13813938758,0.99713813938758,0.0028618606124199975,0.7138139387580003,2005-05-19,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d220>>,0.3714545163185727,0.5894518556481005,6954
70,997.1659808916684,0.9971659808916684,0.002834019108331587,0.7165980891668413,2005-05-20,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d0d0>>,0.3511564553175578,0.5744576623848197,6574
71,997.1809014354728,0.9971809014354729,0.0028190985645271116,0.7180901435472888,2005-05-23,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37ddf0>>,0.3061268094653063,0.5361603644872605,5731
72,997.3009318477538,0.9973009318477538,0.002699068152246187,0.7300931847753813,2005-05-24,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dd90>>,0.4201698627210085,0.6004034342268674,7866
73,997.2900160080108,0.9972900160080107,0.0027099839919892954,0.7290016008010705,2005-05-25,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d4c0>>,0.4312269643715613,0.6067500435643044,8073
74,997.1916523420828,0.9971916523420827,0.002808347657917265,0.7191652342082735,2005-05-26,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d550>>,0.375460712568773,0.5869541103733227,7029
75,997.0128969651084,0.9970128969651084,0.0029871030348915806,0.7012896965108419,2005-05-27,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d5e0>>,0.2587468618129373,0.5130544826182205,4844
76,997.1006953616852,0.9971006953616852,0.0028993046383147814,0.7100695361685219,2005-05-31,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37da00>>,0.3113081566155654,0.546756431394461,5828
77,997.1128382981124,0.9971128382981124,0.0028871617018876305,0.711283829811237,2005-06-01,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37da90>>,0.3176112387158805,0.553721651723211,5946
78,997.1315241295524,0.9971315241295524,0.0028684758704475843,0.7131524129552416,2005-06-02,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d7c0>>,0.3216174349660808,0.5439861994627143,6021
79,997.2752646584546,0.9972752646584546,0.0027247353415453812,0.7275264658454619,2005-06-03,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37df40>>,0.4080444420704022,0.5851818274592434,7639
80,997.0949742903496,0.9970949742903495,0.002905025709650455,0.7094974290349545,2005-06-06,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d160>>,0.3109342449655467,0.5400020420023468,5821
81,997.096684868408,0.9970966848684081,0.0029033151315919214,0.7096684868408079,2005-06-07,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dc40>>,0.2836921104641846,0.5222881204300651,5311
82,997.1701818414954,0.9971701818414954,0.0028298181585045823,0.7170181841495418,2005-06-08,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d4f0>>,0.3207093638160355,0.542365802518468,6004
83,997.155811662799,0.997155811662799,0.0028441883372010146,0.7155811662798985,2005-06-09,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dca0>>,0.3086373591154319,0.5298182141565517,5778
84,997.2120503562758,0.9972120503562758,0.002787949643724197,0.7212050356275803,2005-06-10,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d580>>,0.3162758399658137,0.5385893652251933,5921
85,997.305730571307,0.997305730571307,0.002694269428692997,0.7305730571307003,2005-06-13,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d6a0>>,0.3669141605683457,0.5605398998918582,6869
86,997.3479869875712,0.9973479869875712,0.002652013012428789,0.7347986987571211,2005-06-14,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37ddc0>>,0.3946370386197319,0.5744490636304925,7388
87,997.3643031893222,0.9973643031893222,0.002635696810677768,0.7364303189322232,2005-06-15,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d2b0>>,0.3893488595694674,0.561819716153889,7289
88,997.30044551947,0.9973004455194701,0.002699554480529942,0.7300445519470058,2005-06-16,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d9d0>>,0.3309652262165483,0.5271166818944031,6196
89,997.4089136073272,0.9974089136073272,0.0025910863926728034,0.7408913607327197,2005-06-17,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dfa0>>,0.3718818439185941,0.5445559247576618,6962
90,997.3499426801292,0.9973499426801292,0.00265005731987078,0.734994268012922,2005-06-20,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d3d0>>,0.3063938892153197,0.5057375857369076,5736
91,997.2945118306334,0.9972945118306333,0.0027054881693666655,0.7294511830633335,2005-06-21,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37daf0>>,0.2927728219646386,0.4951260959014453,5481
92,997.2977353792978,0.9972977353792978,0.0027022646207022216,0.7297735379297778,2005-06-22,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d790>>,0.1880775599594038,0.4222841899053094,3521
93,997.3055378633868,0.9973055378633868,0.002694462136613174,0.7305537863386826,2005-06-23,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d070>>,0.3181453982159072,0.5046105349889163,5956
94,997.2499022069902,0.9972499022069902,0.0027500977930098314,0.7249902206990169,2005-06-24,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37de80>>,0.2382885529619144,0.4567082573777619,4461
95,997.2547436047388,0.9972547436047388,0.002745256395261242,0.7254743604738758,2005-06-27,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d850>>,0.2530313551626515,0.4674941561673574,4737
96,997.55336086577,0.99755336086577,0.002446639134230044,0.7553360865769956,2005-06-28,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d610>>,0.4495486352224774,0.5780738144919537,8416
97,997.44375858185,0.9974437585818501,0.0025562414181499182,0.7443758581850082,2005-06-29,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dd30>>,0.3982693232199135,0.5558366344198548,7456
98,997.3051857330244,0.9973051857330244,0.002694814266975598,0.7305185733024402,2005-06-30,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d250>>,0.3278136851663907,0.5206051760818776,6137
99,997.2823924178872,0.9972823924178872,0.002717607582112813,0.7282392417887187,2005-07-01,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dbb0>>,0.2762672934138133,0.4857586509355583,5172
100,997.317210421774,0.997317210421774,0.002682789578225986,0.7317210421774014,2005-07-05,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d670>>,0.2605095881630255,0.4839922615121545,4877
101,997.3688199438576,0.9973688199438576,0.0026311800561423793,0.7368819943857621,2005-07-06,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d730>>,0.3469900112173495,0.5378516375787419,6496
102,997.4466324167892,0.9974466324167891,0.002553367583210897,0.7446632416789103,2005-07-07,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d820>>,0.3490198173174509,0.5328644180081542,6534
103,997.3434854248064,0.9973434854248064,0.002656514575193558,0.7343485424806442,2005-07-08,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d940>>,0.2539928422626996,0.4852327746229046,4755
104,997.32356832045,0.99732356832045,0.0026764316795500065,0.7323568320449994,2005-07-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dee0>>,0.3223118423161156,0.5306621283697355,6034
105,997.3423088883046,0.9973423088883047,0.0026576911116953372,0.7342308888304663,2005-07-12,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d970>>,0.1980129266599006,0.4425199898675794,3707
106,997.3692373037638,0.9973692373037638,0.0026307626962361885,0.7369237303763811,2005-07-13,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d130>>,0.2121147374606057,0.4466554596908327,3971
107,997.3466926027064,0.9973466926027064,0.002653307397293636,0.7346692602706364,2005-07-14,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d8b0>>,0.2054911596602745,0.4526984146125699,3847
108,997.3820795507852,0.9973820795507852,0.002617920449214828,0.7382079550785172,2005-07-15,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dc10>>,0.2442177234122108,0.4674390199763953,4572
109,997.326684485997,0.997326684485997,0.0026733155140029607,0.7326684485997039,2005-07-18,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d1f0>>,0.2730623364136531,0.5072713343209564,5112
110,997.325838172823,0.9973258381728229,0.0026741618271770573,0.7325838172822943,2005-07-19,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d430>>,0.2801132418140056,0.5062485762707211,5244
111,997.3280182872796,0.9973280182872797,0.002671981712720317,0.7328018287279683,2005-07-20,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d340>>,0.2874846429143742,0.5116925300355374,5382
112,997.290418195034,0.9972904181950341,0.0027095818049659437,0.7290418195034056,2005-07-21,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37df10>>,0.2158538539607926,0.4736316214936589,4041
113,997.286623043982,0.997286623043982,0.002713376956018032,0.7286623043981968,2005-07-22,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d280>>,0.2108327546605416,0.4660736537229629,3947
114,997.2677357604769,0.9972677357604769,0.002732264239523108,0.7267735760476892,2005-07-25,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d8e0>>,0.2576785428128839,0.4989725916666337,4824
115,997.2619846544172,0.9972619846544173,0.0027380153455827116,0.7261984654417288,2005-07-26,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37da60>>,0.250040061962502,0.492367187198082,4681
116,997.269887786743,0.997269887786743,0.00273011221325703,0.726988778674297,2005-07-27,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d700>>,0.2265370439613268,0.4683690876084158,4241
117,997.2740523312758,0.9972740523312759,0.002725947668724138,0.7274052331275862,2005-07-28,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dcd0>>,0.2231718391111586,0.4730037312656545,4178
118,997.23640681403,0.99723640681403,0.0027635931859699703,0.723640681403003,2005-07-29,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37df70>>,0.2163345975108167,0.4729138333228883,4050
119,997.313003180872,0.997313003180872,0.0026869968191279847,0.7313003180872015,2005-08-01,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37dd60>>,0.2310773997115538,0.4714682885057287,4326
120,997.383680284382,0.997383680284382,0.002616319715618043,0.7383680284381957,2005-08-02,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d0a0>>,0.2076277976603814,0.4496981408766561,3887
121,997.397098980626,0.997397098980626,0.002602901019373993,0.7397098980626007,2005-08-03,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d100>>,0.1697558891084878,0.4242402439779565,3178
122,997.438225006222,0.9974382250062219,0.0025617749937780765,0.7438225006221924,2005-08-04,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37de50>>,0.3117889001655894,0.5016509523293657,5837
123,997.6476935168412,0.9976476935168411,0.0023523064831588725,0.7647693516841128,2005-08-05,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37db80>>,0.4471449174723572,0.5728510539874473,8371
124,997.4343849565636,0.9974343849565636,0.002565615043436442,0.7434384956563558,2005-08-08,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d3a0>>,0.3165963356658298,0.5068247193170092,5927
125,997.4112849930638,0.9974112849930638,0.0025887150069362486,0.7411284993063751,2005-08-09,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d460>>,0.2944287164147214,0.4961928914400969,5512
126,997.3658713838591,0.9973658713838591,0.002634128616140874,0.7365871383859126,2005-08-10,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d310>>,0.3195876288659793,0.5256430372615197,5983
127,997.3808927263284,0.9973808927263283,0.0026191072736716503,0.738089272632835,2005-08-11,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d37d1c0>>,0.2914908391645745,0.5088165734369287,5457
128,997.3861071362668,0.9973861071362667,0.002613892863733258,0.7386107136266742,2005-08-12,<bound method Graph.number_of_edges of <networkx.classes.graph.Graph object at 0x11d35ff40>>,0.1514876342075743,0.4363488411342845,2836
