,num_edges,density,avg_clustering,average_weight,avg_curvature
0,193,0.010309278350515464,0.0,0.003936042879702883,0.9993610706079605
1,193,0.010309278350515464,0.0,0.0040191005843493045,0.9994156562081737
2,193,0.010309278350515464,0.0,0.00401374136831463,0.9994669078719617
3,193,0.010309278350515464,0.0,0.004016539450423157,0.9994692400420166
4,193,0.010309278350515464,0.0,0.0040314549697089384,0.999460781189387
5,193,0.010309278350515464,0.0,0.004034090746222704,0.9994126661448379
6,193,0.010309278350515464,0.0,0.004007469772494085,0.9994526594965484
7,193,0.010309278350515464,0.0,0.003997498567467188,0.9993981454047589
8,193,0.010309278350515464,0.0,0.0038890323168362636,0.9994006555292329
9,193,0.010309278350515464,0.0,0.003903275360346747,0.9994346336937514
10,193,0.010309278350515464,0.0,0.0038857775002701985,0.9993758606652847
11,193,0.010309278350515464,0.0,0.003863753784887709,0.9993563922363329
12,193,0.010309278350515464,0.0,0.003908098704156583,0.9994240394366359
13,193,0.010309278350515464,0.0,0.0039322415130021585,0.9994336398657439
14,193,0.010309278350515464,0.0,0.0039261566374098646,0.9994539782754789
15,193,0.010309278350515464,0.0,0.0039246452901243924,0.9994826320591608
16,193,0.010309278350515464,0.0,0.0039014559356305017,0.9994364727840295
17,193,0.010309278350515464,0.0,0.003862817242441849,0.999422258220546
18,193,0.010309278350515464,0.0,0.003868498907271731,0.9994535198804136
19,193,0.010309278350515464,0.0,0.003810471466246951,0.9994465249791167
20,193,0.010309278350515464,0.0,0.0038010569160675987,0.9994778488046269
21,193,0.010309278350515464,0.0,0.003738224201959622,0.9994849033639097
22,193,0.010309278350515464,0.0,0.0037066449899586023,0.9994627094062178
23,193,0.010309278350515464,0.0,0.003714747137346496,0.9994593580773187
24,193,0.010309278350515464,0.0,0.0036395182889089523,0.9994757912791663
25,193,0.010309278350515464,0.0,0.0036426823689725977,0.999470068696674
26,193,0.010309278350515464,0.0,0.0037064212424750553,0.9994329289244757
27,193,0.010309278350515464,0.0,0.0037072172637492287,0.9994656853163435
28,193,0.010309278350515464,0.0,0.003707280838655072,0.9995228149926552
29,193,0.010309278350515464,0.0,0.003711498279178902,0.9994458017483344
30,193,0.010309278350515464,0.0,0.0037297498567783857,0.9994784544900053
31,193,0.010309278350515464,0.0,0.003711184350438856,0.999480284629491
32,193,0.010309278350515464,0.0,0.0037097087404024927,0.9994586550420367
33,193,0.010309278350515464,0.0,0.003613693890246626,0.9994311916240685
34,193,0.010309278350515464,0.0,0.0037551476601480533,0.999449144745326
35,193,0.010309278350515464,0.0,0.003715989953089701,0.9995103825151677
36,193,0.010309278350515464,0.0,0.003770004305053619,0.9994366024991961
37,193,0.010309278350515464,0.0,0.0038314617650456358,0.9994296221276097
38,193,0.010309278350515464,0.0,0.003819411777676588,0.999448107239005
39,193,0.010309278350515464,0.0,0.0038427463345316612,0.9994477046467731
40,193,0.010309278350515464,0.0,0.0037859239765200645,0.9994560312450823
41,193,0.010309278350515464,0.0,0.003804963407746912,0.9994837529861031
42,193,0.010309278350515464,0.0,0.0038326760279573475,0.9995022526862944
43,193,0.010309278350515464,0.0,0.0037871549739419714,0.9995248784932464
44,193,0.010309278350515464,0.0,0.003736109275142423,0.999481324204739
45,193,0.010309278350515464,0.0,0.003657201832983152,0.999407521399237
46,193,0.010309278350515464,0.0,0.0036565334959381265,0.9994345292159375
47,193,0.010309278350515464,0.0,0.003667359507106319,0.9994584363433804
48,193,0.010309278350515464,0.0,0.0036241402892293996,0.9994446586175068
49,193,0.010309278350515464,0.0,0.0034851001825733805,0.9994710561324445
50,193,0.010309278350515464,0.0,0.0035089393462786984,0.999436035213658
51,193,0.010309278350515464,0.0,0.003451017470221611,0.9994462386005727
52,193,0.010309278350515464,0.0,0.0033916243792824073,0.9994495017452575
53,193,0.010309278350515464,0.0,0.0033863485076162415,0.9994315189961726
54,193,0.010309278350515464,0.0,0.0033962522284758773,0.9994555514764597
55,193,0.010309278350515464,0.0,0.0033642152771763967,0.9994483180478513
56,193,0.010309278350515464,0.0,0.0033638684657179485,0.9994284805133965
57,193,0.010309278350515464,0.0,0.0033794714361506098,0.9994647453238545
58,193,0.010309278350515464,0.0,0.0033374867135112043,0.9994392858363101
59,193,0.010309278350515464,0.0,0.003392736840236223,0.9994670565179689
60,193,0.010309278350515464,0.0,0.0033858957930143546,0.9994808860344329
61,193,0.010309278350515464,0.0,0.003410630254472459,0.9994854095499164
62,193,0.010309278350515464,0.0,0.0033614107680272195,0.9994735230638402
63,193,0.010309278350515464,0.0,0.003384037379667999,0.9994561258035115
64,193,0.010309278350515464,0.0,0.0033396709337985856,0.9995088364871306
65,193,0.010309278350515464,0.0,0.0033778776710115983,0.9995005296047851
66,193,0.010309278350515464,0.0,0.0033296185028414875,0.9994494537233659
67,193,0.010309278350515464,0.0,0.003296428886526935,0.9994889737527014
68,193,0.010309278350515464,0.0,0.0032803673230279847,0.9994388047824574
69,193,0.010309278350515464,0.0,0.0033321820033046044,0.9994597524912338
70,193,0.010309278350515464,0.0,0.0033871614249489056,0.9994296003152754
71,193,0.010309278350515464,0.0,0.0035155532481677743,0.9995165330146898
72,193,0.010309278350515464,0.0,0.00348989642734284,0.9994892980642129
73,193,0.010309278350515464,0.0,0.0034560017469780994,0.9994391790268162
74,193,0.010309278350515464,0.0,0.0035356746816904783,0.999437870541285
75,193,0.010309278350515464,0.0,0.0036374349148726214,0.9994316998588456
76,193,0.010309278350515464,0.0,0.0036464317655889003,0.9994153371226466
77,193,0.010309278350515464,0.0,0.0036604771503068647,0.9994645862002964
78,193,0.010309278350515464,0.0,0.0037386180839909496,0.9994843757219556
79,193,0.010309278350515464,0.0,0.0036703612504943523,0.9994348524549981
80,193,0.010309278350515464,0.0,0.003726596344095763,0.9994489190176444
81,193,0.010309278350515464,0.0,0.0037838167674088133,0.9994395079668815
82,193,0.010309278350515464,0.0,0.0037878957691178912,0.9994349624964846
83,193,0.010309278350515464,0.0,0.0037875245178746585,0.9994182102678332
84,193,0.010309278350515464,0.0,0.0038709714312697213,0.9994496482977506
85,193,0.010309278350515464,0.0,0.003888313186832002,0.9994412151446789
86,193,0.010309278350515464,0.0,0.0038788487298635306,0.9994492668628439
87,193,0.010309278350515464,0.0,0.0038911961558220015,0.9994025969760223
88,193,0.010309278350515464,0.0,0.003993385806104673,0.9994208853882933
89,193,0.010309278350515464,0.0,0.003984903032564378,0.9994904652044257
90,193,0.010309278350515464,0.0,0.004087185657983293,0.9994596691282016
91,193,0.010309278350515464,0.0,0.004147129309371872,0.9994244558669687
92,193,0.010309278350515464,0.0,0.004268551874839491,0.9994002211035332
93,193,0.010309278350515464,0.0,0.0041809777153865016,0.9995119859174372
94,193,0.010309278350515464,0.0,0.00420557899867058,0.9994244564294188
95,193,0.010309278350515464,0.0,0.004200300564514151,0.9994147856908169
96,193,0.010309278350515464,0.0,0.004047898916261344,0.9994067442327449
97,193,0.010309278350515464,0.0,0.00405423076232448,0.9994458836597416
98,193,0.010309278350515464,0.0,0.004009933671633031,0.9994564034283079
99,193,0.010309278350515464,0.0,0.004030238543967174,0.9994982364415812
100,193,0.010309278350515464,0.0,0.004053066880878852,0.9994258093256018
101,193,0.010309278350515464,0.0,0.003990268387081229,0.999428478003917
102,193,0.010309278350515464,0.0,0.00402398358967718,0.9994603545732096
103,193,0.010309278350515464,0.0,0.00396178722440681,0.9994483118856948
104,193,0.010309278350515464,0.0,0.003926377762269416,0.9994240345274964
105,193,0.010309278350515464,0.0,0.004007057502447529,0.9994443811400698
106,193,0.010309278350515464,0.0,0.003964892694594044,0.999456050631656
107,193,0.010309278350515464,0.0,0.00393532161726835,0.9994849921659967
108,193,0.010309278350515464,0.0,0.003960366883532386,0.9994498654053374
109,193,0.010309278350515464,0.0,0.003944345208039469,0.9994902411051683
110,193,0.010309278350515464,0.0,0.003955666188165787,0.9994410146832023
111,193,0.010309278350515464,0.0,0.003932650522478352,0.9994378436174924
112,193,0.010309278350515464,0.0,0.0038592893372091535,0.9994867763116908
113,193,0.010309278350515464,0.0,0.0038570935108874632,0.9994983486028782
114,193,0.010309278350515464,0.0,0.0038539772581661883,0.9994412751324346
115,193,0.010309278350515464,0.0,0.0038891753666126577,0.9994565910156448
116,193,0.010309278350515464,0.0,0.0038964520937706483,0.9995014744486052
117,193,0.010309278350515464,0.0,0.003891330504702417,0.9994439700964546
118,193,0.010309278350515464,0.0,0.0038445528847427394,0.9994614635644132
119,193,0.010309278350515464,0.0,0.003922287620737992,0.9993947184990224
120,193,0.010309278350515464,0.0,0.0039525262665644,0.9995259349843704
121,193,0.010309278350515464,0.0,0.003966428302596973,0.9994579307266097
