,num_edges,density,avg_clustering,average_weight,avg_curvature
0,8301,0.4434058009721703,0.6636761395771401,0.23582052836766684,0.9971838150534942
1,8847,0.4725709096736285,0.6697959336430169,0.253227552922771,0.9972707929601308
2,8666,0.46290262272314514,0.6677782878582155,0.2478384206833202,0.997240848607677
3,8484,0.45318091982265907,0.6659696376507952,0.24106508000196925,0.997198533055701
4,8786,0.4693125367234656,0.6741803343161512,0.25009576949417855,0.9972370600753562
5,8402,0.44880081192244003,0.6626846846033309,0.2385067456051763,0.9971855477954923
6,8673,0.46327653437316385,0.6648107848606215,0.24729393076631406,0.9972206992412408
7,7714,0.4120506383206025,0.643897837326821,0.21786257304220502,0.997116510989399
8,7831,0.41830030447091504,0.6438848787683666,0.2220297853405921,0.997137820829959
9,7895,0.42171892527108595,0.6505650008045838,0.22429991847636568,0.9971473413082289
10,8307,0.4437262966721863,0.657323679982346,0.237327045527241,0.9971768528355448
11,7341,0.39212648896960633,0.64096408008444,0.20799539249186247,0.9970695977452867
12,8410,0.44922813952246143,0.6558605553609275,0.24072381625375333,0.9972218070289705
13,6753,0.3607179103680359,0.6234069269797612,0.1902901715949731,0.9970322149804839
14,7096,0.379039581218952,0.632354402049316,0.20039237817999492,0.9970548685242746
15,7471,0.39907056246995354,0.6336982287793361,0.21182227085089556,0.9970940076429132
16,8245,0.44041450777202074,0.6569424895811085,0.23565344335083055,0.9971703205709257
17,8313,0.44404679237220235,0.6606559195878592,0.23703907154159182,0.9971517350367571
18,7920,0.42305432402115273,0.6522139955508199,0.22428617972970133,0.997091884819309
19,7794,0.41632391432081617,0.6526861714365092,0.22123263808039978,0.9970879296137307
20,7783,0.4157363388707868,0.6544323354810082,0.22087136669870416,0.9970878313325406
21,8016,0.4281822552214091,0.6583610085887078,0.22801374992228512,0.9971180915740756
22,7715,0.4121040542706052,0.6511547158392627,0.21779742975854122,0.9970700581500018
23,8483,0.4531275038726564,0.6681620057891277,0.24111928293198984,0.9971574469792706
24,8664,0.46279579082313976,0.6757114694893236,0.24661996115872442,0.9971721211281094
25,8471,0.45248651247262434,0.6751482161964593,0.24023380656419174,0.9971412817873283
26,8843,0.4723572458736179,0.6778192667896666,0.25249900704276473,0.9971971624848635
27,8816,0.47091501522354573,0.6769501670200856,0.2514235433599722,0.997206800260873
28,8267,0.4415896586720795,0.6626442957247434,0.23453292509131424,0.9971224204968185
29,8289,0.44276480957213826,0.6656863058698167,0.23483981928778375,0.9971233666695563
30,9071,0.4845360824742268,0.6800587697997738,0.2575174173902057,0.997215605509324
31,9057,0.48378825917418944,0.680987041800667,0.2570214773709911,0.9972157188431763
32,8924,0.47668393782383417,0.677507011088406,0.2534621589186405,0.9972036273810342
33,10557,0.5639121841781957,0.711740923592479,0.30424584644102326,0.9974711449590964
34,8251,0.44073500347203676,0.6605443748387717,0.2347422774691624,0.9971403035834693
35,7616,0.4068158752203408,0.6476710703638284,0.21516756659287622,0.9970654102087461
36,7597,0.40580097217029004,0.6503511409962525,0.21472784972788583,0.9970627939026628
37,7408,0.39570535761978526,0.6415264060757071,0.20959518073118494,0.9970217932714268
38,6933,0.37033278136851666,0.6403297152173713,0.19479223800442694,0.9969622196832003
39,7432,0.39698734041984934,0.6517796499751014,0.21006532725988267,0.9970149134545736
40,7508,0.40104695262005235,0.6526745205816911,0.21199264294263137,0.9970169764023901
41,8514,0.4547833983227392,0.6743755769089315,0.24217175760838533,0.9971498563297588
42,8332,0.4450616954222531,0.6672251773329216,0.23784599539125195,0.9971433338544353
43,8336,0.44527535922226374,0.6724321197091513,0.23793120046898222,0.9971412050888755
44,8650,0.4620479675231024,0.6808884269299431,0.2463923938616765,0.9971805031530735
45,8649,0.4619945515730997,0.6717484047404809,0.24726425477581468,0.997201308799349
46,7636,0.40788419422039424,0.6526320328867947,0.2157209016782493,0.9970621739008174
47,8142,0.43491266492174563,0.6624738401835721,0.2311495105651077,0.9971315604219742
48,7324,0.3912184178195609,0.6459054577896821,0.20657538222660632,0.9970425171379679
49,7749,0.413920196570696,0.6577760337670221,0.219262044010059,0.997072379524305
50,7560,0.4038245820201912,0.6539979532747996,0.21403636789623282,0.997062044531676
51,7080,0.37818492601890924,0.6488171670297079,0.19943848782402251,0.997000742842231
52,7215,0.38539607926926983,0.6582098691384055,0.2032144702672245,0.9970022842693399
53,6740,0.3600235030180012,0.6389084724612956,0.18824025540309902,0.9969500242450444
54,7855,0.4195822872709791,0.6642521974573892,0.221952974786516,0.9970543067703698
55,8054,0.43021206132151063,0.6769643021674566,0.22707494206806547,0.9970597398526578
56,7844,0.4189947118209497,0.6705913968658692,0.22052144335474244,0.9970366039239343
57,7562,0.40393141392019655,0.6677483801005205,0.21183973980840165,0.9969951651173236
58,6922,0.36974520591848725,0.6553537125728388,0.1929829755074699,0.9969333349305041
59,7308,0.39036376261951816,0.6661684818802818,0.20584479839310937,0.9969779243033207
60,7566,0.40414507772020725,0.6709995981654057,0.21382282430777755,0.9970194395784386
61,7040,0.3760482880188024,0.6574559404866903,0.19788303416908304,0.996964875767494
62,7045,0.37631536776881575,0.6523609368955806,0.19808426958771302,0.9969794534999892
63,6960,0.37177501201858876,0.6521039680802609,0.1956989642548987,0.9969566182606054
64,7360,0.3931413920196571,0.666001147739623,0.2074459885386119,0.99699001642995
65,6773,0.3617862293680893,0.6639484292493403,0.18872292448841713,0.9969126401640914
66,7936,0.42390897922119547,0.672299616568222,0.22507989023954045,0.9970675719729868
67,7940,0.4241226430212061,0.6713859932426607,0.22517141259494786,0.9970787063324905
68,7314,0.39068425831953424,0.6633101211720792,0.2059529400757924,0.9970003949713295
