,num_edges,density,avg_clustering,average_weight,avg_curvature,Time,sp500
0,8301,0.4434058009721703,0.6636761395771401,0.2358205283676668,0.7155653204029124,2005-07-05,0.0034740714151515473
1,8847,0.4725709096736285,0.6697959336430169,0.253227552922771,0.7243500889732077,2005-07-06,-0.00365570141374838
2,8666,0.4629026227231451,0.6677782878582155,0.2478384206833202,0.7213257093753803,2005-07-07,0.001704985442851914
3,8484,0.453180919822659,0.6659696376507952,0.2410650800019692,0.7170518386258063,2005-07-08,0.004932150395692947
4,8786,0.4693125367234656,0.6741803343161512,0.2500957694941785,0.7209430676109736,2005-07-11,0.0022138146742134435
5,8402,0.44880081192244,0.6626846846033309,0.2385067456051763,0.7157403273447324,2005-07-12,0.0011381464030120192
6,8673,0.4632765343731638,0.6648107848606215,0.247293930766314,0.7192906233653201,2005-07-13,0.000603513217870999
7,7714,0.4120506383206025,0.643897837326821,0.217862573042205,0.7087676099293009,2005-07-14,0.001699288060674764
8,7831,0.418300304470915,0.6438848787683666,0.2220297853405921,0.7109199038258645,2005-07-15,-0.00024727826301229605
9,7895,0.4217189252710859,0.6505650008045838,0.2242999184763656,0.7118814721311084,2005-07-18,-0.0017358346880158582
10,8307,0.4437262966721863,0.657323679982346,0.237327045527241,0.714862136390025,2005-07-19,0.0023717377016887475
11,7341,0.3921264889696063,0.64096408008444,0.2079953924918624,0.7040293722739674,2005-07-20,0.0014801750630921706
12,8410,0.4492281395224614,0.6558605553609275,0.2407238162537533,0.7194025099260157,2005-07-21,-0.0025406305427277953
13,6753,0.3607179103680359,0.6234069269797612,0.1902901715949731,0.700253713028884,2005-07-22,0.0028923161426910315
14,7096,0.379039581218952,0.632354402049316,0.2003923781799949,0.7025417209517353,2005-07-25,-0.0012322958919273042
15,7471,0.3990705624699535,0.6336982287793361,0.2118222708508955,0.7064947719342359,2005-07-26,0.0005284915375900479
16,8245,0.4404145077720207,0.6569424895811085,0.2356534433508305,0.7142023776634839,2005-07-27,0.001581700614417647
17,8313,0.4440467923722023,0.6606559195878592,0.2370390715415918,0.712325238712482,2005-07-28,0.002727973394945238
18,7920,0.4230543240211527,0.6522139955508199,0.2242861797297013,0.7062803667502083,2005-07-29,-0.0029033147603203524
19,7794,0.4163239143208161,0.6526861714365092,0.2212326380803997,0.7058808909868136,2005-08-01,-0.0003160219953297627
20,7783,0.4157363388707868,0.6544323354810082,0.2208713666987041,0.7058709645866048,2005-08-02,0.002591278423375476
21,8016,0.4281822552214091,0.6583610085887078,0.2280137499222851,0.7089272489816361,2005-08-03,0.001150625269362049
22,7715,0.4121040542706052,0.6511547158392627,0.2177974297585412,0.7040758731501844,2005-08-04,-0.003496134061147238
23,8483,0.4531275038726564,0.6681620057891277,0.2411192829319898,0.7129021449063262,2005-08-05,-0.002958715241645482
24,8664,0.4627957908231397,0.6757114694893236,0.2466199611587244,0.7143842339390473,2005-08-08,-0.0008136391101141172
25,8471,0.4524865124726243,0.6751482161964593,0.2402338065641917,0.7112694605201699,2005-08-09,0.0026123425301474157
26,8843,0.4723572458736179,0.6778192667896666,0.2524990070427647,0.71691341097122,2005-08-10,-0.00021113005711415056
27,8816,0.4709150152235457,0.6769501670200856,0.2514235433599722,0.717886826348178,2005-08-11,0.0017220318823059078
28,8267,0.4415896586720795,0.6626442957247434,0.2345329250913142,0.7093644701786613,2005-08-12,-0.002673686309768719
29,8289,0.4427648095721382,0.6656863058698167,0.2348398192877837,0.7094600336251929,2005-08-15,0.002673686309768719
30,9071,0.4845360824742268,0.6800587697997738,0.2575174173902057,0.7187761564417217,2005-08-16,-0.00568405269808836
31,9057,0.4837882591741894,0.680987041800667,0.2570214773709911,0.7187876031608155,2005-08-17,-3.5545835938011194e-05
32,8924,0.4766839378238341,0.677507011088406,0.2534621589186405,0.7175663654844527,2005-08-18,-3.551136359458695e-05
33,10557,0.5639121841781957,0.711740923592479,0.3042458464410232,0.7445856408687354,2005-08-19,0.0009941919364551133
34,8251,0.4407350034720367,0.6605443748387717,0.2347422774691624,0.7111706619303859,2005-08-22,0.0
35,7616,0.4068158752203408,0.6476710703638284,0.2151675665928762,0.703606431083341,2005-08-23,-0.0008166641482703074
36,7597,0.40580097217029,0.6503511409962525,0.2147278497278858,0.7033421841689464,2005-08-24,-0.0038898593782386026
37,7408,0.3957053576197852,0.6415264060757071,0.2095951807311849,0.6992011204141083,2005-08-25,0.001574440114963993
38,6933,0.3703327813685166,0.6403297152173713,0.1947922380044269,0.6931841880032428,2005-08-26,-0.002974677842081608
39,7432,0.3969873404198493,0.6517796499751014,0.2100653272598826,0.698506258911934,2005-08-29,0.0033317872905478385
40,7508,0.4010469526200523,0.6526745205816911,0.2119926429426313,0.6987146166413853,2005-08-30,-0.002290176003406641
41,8514,0.4547833983227392,0.6743755769089315,0.2421717576083853,0.7121354893056421,2005-08-31,0.005454871971116937
42,8332,0.4450616954222531,0.6672251773329216,0.2378459953912519,0.7114767192979562,2005-09-01,-0.00031908830325377835
43,8336,0.4452753592222637,0.6724321197091513,0.2379312004689822,0.711261713976436,2005-09-02,-0.0007806292118726077
44,8650,0.4620479675231024,0.6808884269299431,0.2463923938616765,0.7152308184604341,2005-09-06,0.0050497228127368565
45,8649,0.4619945515730997,0.6717484047404809,0.2472642547758146,0.7173321887342474,2005-09-07,0.0007367052140898611
46,7636,0.4078841942203942,0.6526320328867947,0.2157209016782493,0.7032795639825591,2005-09-08,-0.0014393027742649611
47,8142,0.4349126649217456,0.6624738401835721,0.2311495105651077,0.7102876026193892,2005-09-09,0.003850992382719909
48,7324,0.3912184178195609,0.6459054577896821,0.2065753822266063,0.7012942309347667,2005-09-12,-0.0008721099878550298
49,7749,0.413920196570696,0.6577760337670221,0.219262044010059,0.7043103319548103,2005-09-13,-0.0024166986686666725
50,7560,0.4038245820201912,0.6539979532747996,0.2140363678962328,0.7032664976992777,2005-09-14,-0.001583181034925163
51,7080,0.3781849260189092,0.6488171670297079,0.1994384878240225,0.6970750270653256,2005-09-15,-0.00021154978803394897
52,7215,0.3853960792692698,0.6582098691384055,0.2032144702672245,0.6972307112033411,2005-09-16,0.0030772275307107133
53,6740,0.3600235030180012,0.6389084724612956,0.188240255403099,0.6919524487494864,2005-09-19,-0.0014440546258096543
54,7855,0.4195822872709791,0.6642521974573892,0.221952974786516,0.7024849838073467,2005-09-20,-0.0036850745274499275
55,8054,0.4302120613215106,0.6769643021674566,0.2270749420680654,0.7030337251184412,2005-09-21,-0.004075521767795909
56,7844,0.4189947118209497,0.6705913968658692,0.2205214433547424,0.7006969963173795,2005-09-22,0.0015416102640049
57,7562,0.4039314139201965,0.6677483801005205,0.2118397398084016,0.6965116768496792,2005-09-23,0.0003579767116927979
58,6922,0.3697452059184872,0.6553537125728388,0.1929829755074699,0.6902668279808996,2005-09-26,0.0005002008269154867
59,7308,0.3903637626195181,0.6661684818802818,0.2058447983931093,0.694770354635398,2005-09-27,-0.000107043854531641
60,7566,0.4041450777202072,0.6709995981654057,0.2138228243077775,0.6989633974223024,2005-09-28,0.0004285405615913618
61,7040,0.3760482880188024,0.6574559404866903,0.197883034169083,0.6934524525168981,2005-09-29,0.0035193985075689938
